Model,TBS2104
Firmware Version,v1.26.0

Point Format,Y
Horizontal Units,S
Horizontal Scale,0.02
Sample Interval,0.00016
Filter Frequency,1e+08
Record Length,2000
Gating,0.0% to 100.0%
Probe Attenuation,10
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.05
Label,
TIME,CH2
-1.600e-02,0.00766602
-1.584e-02,0.00757813
-1.568e-02,0.00850586
-1.552e-02,0.014873
-1.536e-02,0.00641602
-1.520e-02,0.0133691
-1.504e-02,0.00788086
-1.488e-02,0.00793945
-1.472e-02,0.00803711
-1.456e-02,0.00842773
-1.440e-02,0.00963867
-1.424e-02,0.00706055
-1.408e-02,0.0030957
-1.392e-02,0.0136621
-1.376e-02,0.00503906
-1.360e-02,0.00959961
-1.344e-02,0.0132813
-1.328e-02,0.00662109
-1.312e-02,0.0112988
-1.296e-02,0.008125
-1.280e-02,0.0144336
-1.264e-02,0.0153906
-1.248e-02,0.00963867
-1.232e-02,0.0126074
-1.216e-02,0.0153711
-1.200e-02,0.00643555
-1.184e-02,0.0123047
-1.168e-02,0.011875
-1.152e-02,0.00842773
-1.136e-02,0.00581055
-1.120e-02,0.00536133
-1.104e-02,0.0101563
-1.088e-02,0.0096582
-1.072e-02,0.00898438
-1.056e-02,0.00722656
-1.040e-02,0.00837891
-1.024e-02,0.0114355
-1.008e-02,0.00648438
-9.920e-03,-0.000292969
-9.760e-03,-0.000966797
-9.600e-03,0.00118164
-9.440e-03,-0.00194336
-9.280e-03,-0.000644531
-9.120e-03,0.00046875
-8.960e-03,0.00442383
-8.800e-03,-0.0055957
-8.640e-03,-0.000117188
-8.480e-03,-0.00209961
-8.320e-03,-0.00334961
-8.160e-03,-0.00307617
-8.000e-03,0.00143555
-7.840e-03,-0.00118164
-7.680e-03,0.00338867
-7.520e-03,0.00824219
-7.360e-03,0.00427734
-7.200e-03,-0.00313477
-7.040e-03,-0.00112305
-6.880e-03,0.00354492
-6.720e-03,0.00301758
-6.560e-03,-0.00240234
-6.400e-03,-0.000107422
-6.240e-03,0.00132813
-6.080e-03,0.00298828
-5.920e-03,0.000185547
-5.760e-03,-0.00894531
-5.600e-03,-0.00694336
-5.440e-03,-0.0128027
-5.280e-03,-0.0149609
-5.120e-03,-0.0116016
-4.960e-03,-0.0130859
-4.800e-03,-0.00974609
-4.640e-03,-0.0114355
-4.480e-03,-0.0134961
-4.320e-03,-0.00989258
-4.160e-03,-0.00907227
-4.000e-03,-0.00228516
-3.840e-03,-0.0136328
-3.680e-03,-0.00952148
-3.520e-03,-0.00570313
-3.360e-03,0.00101563
-3.200e-03,-0.00642578
-3.040e-03,-0.0120313
-2.880e-03,-0.00547852
-2.720e-03,-0.0015332
-2.560e-03,-0.00643555
-2.400e-03,-0.00203125
-2.240e-03,-0.00614258
-2.080e-03,-0.00496094
-1.920e-03,-0.00341797
-1.760e-03,0.00174805
-1.600e-03,-0.00171875
-1.440e-03,-0.00223633
-1.280e-03,-0.000126953
-1.120e-03,-0.000361328
-9.600e-04,0.00294922
-8.000e-04,-0.00268555
-6.400e-04,-0.00246094
-4.800e-04,7.8125e-05
-3.200e-04,2.92969e-05
-1.600e-04,0.000283203
-2.710e-15,0.00381836
1.600e-04,-0.000126953
3.200e-04,0.00478516
