Model,TBS2104
-1.078e-01,-0.0556152
-1.077e-01,-0.0562109
-1.075e-01,-0.0573535
-1.074e-01,-0.0571484
-1.072e-01,-0.041416
-1.070e-01,-0.0471094
-1.069e-01,-0.0362793
-1.067e-01,-0.0386426
-1.066e-01,-0.0321777
-1.064e-01,-0.0313184
-1.062e-01,-0.0370703
-1.061e-01,-0.0289648
-1.059e-01,-0.0345898
-1.058e-01,-0.0286816
-1.056e-01,-0.0468652
-1.054e-01,-0.0288867
-1.053e-01,-0.0244336
-1.051e-01,-0.0138574
-1.050e-01,-0.0343359
-1.048e-01,-0.00212891
-1.046e-01,-0.0325391
-1.045e-01,-0.016748
-1.043e-01,-0.022793
-1.042e-01,-0.0261133
-1.040e-01,-0.0177344
-1.038e-01,-0.0214941
-1.037e-01,-0.00765625
-1.035e-01,0.000419922
-1.034e-01,-0.00178711
-1.032e-01,-0.00112305
-1.030e-01,-0.00644531
-1.029e-01,-0.00469727
-1.027e-01,0.00476563
-1.026e-01,0.00654297
-1.024e-01,0.00734375
-1.022e-01,-0.00322266
-1.021e-01,0.00746094
-1.019e-01,0.00300781
-1.018e-01,0.00948242
-1.016e-01,0.000283203
-1.014e-01,0.0312305
-1.013e-01,0.00789063
-1.011e-01,0.00580078
-1.010e-01,0.0153223
-1.008e-01,-0.000322266
-1.006e-01,0.00242188
-1.005e-01,0.0138574
-1.003e-01,0.0197266
-1.002e-01,0.0157813
-1.000e-01,0.0110156
-9.984e-02,0.0302148
-9.968e-02,0.0220508
-9.952e-02,0.0294824
-9.936e-02,0.0172363
-9.920e-02,0.0267773
-9.904e-02,0.0128809
-9.888e-02,0.034209
-9.872e-02,0.0425977
-9.856e-02,0.0206055
-9.840e-02,0.0238086
-9.824e-02,0.0208496
-9.808e-02,0.0114063
-9.792e-02,0.0130273
-9.776e-02,0.0261523
-9.760e-02,0.0220801
-9.744e-02,0.0226953
-9.728e-02,0.0319727
-9.712e-02,0.0293164
-9.696e-02,0.045498
-9.680e-02,0.0336914
-9.664e-02,0.0318555
-9.648e-02,0.0150293
-9.632e-02,0.0520703
-9.616e-02,0.0336426
-9.600e-02,0.0361035
-9.584e-02,0.0435645
-9.568e-02,0.0371289
-9.552e-02,0.0419238
-9.536e-02,0.0498145
-9.520e-02,0.0428027
-9.504e-02,0.0477441
-9.488e-02,0.0469629
-9.472e-02,0.0562402
-9.456e-02,0.054707
-9.440e-02,0.0367188
-9.424e-02,0.0594141
-9.408e-02,0.046377
-9.392e-02,0.0486816
-9.376e-02,0.0302539
-9.360e-02,0.0413672
-9.344e-02,0.0577734
-9.328e-02,0.0526172
-9.312e-02,0.05
-9.296e-02,0.0411914
-9.280e-02,0.0426367
-9.264e-02,0.0431934
-9.248e-02,0.0471875
-9.232e-02,0.0587598
-9.216e-02,0.0509082
-9.200e-02,0.0425586
-9.184e-02,0.0538184
-9.168e-02,0.0334961
-9.152e-02,0.0435254
-9.136e-02,0.068916
-9.120e-02,0.0542188
-9.104e-02,0.057959
-9.088e-02,0.054668
-9.072e-02,0.0597852
-9.056e-02,0.0703027
-9.040e-02,0.0569043
-9.024e-02,0.0539063
-9.008e-02,0.0538184
-8.992e-02,0.0682031
-8.976e-02,0.0766504
-8.960e-02,0.05375
-8.944e-02,0.0544238
-8.928e-02,0.0518359
-8.912e-02,0.0560156
-8.896e-02,0.0621777
-8.880e-02,0.0591797
-8.864e-02,0.0599609
-8.848e-02,0.0495801
-8.832e-02,0.0412695
-8.816e-02,0.0624023
-8.800e-02,0.0589746
-8.784e-02,0.0807715
-8.768e-02,0.0552441
-8.752e-02,0.0681055
-8.736e-02,0.0658398
-8.720e-02,0.0613867
-8.704e-02,0.0654297
-8.688e-02,0.0548535
-8.672e-02,0.0512109
-8.656e-02,0.0501953
-8.640e-02,0.0586621
-8.624e-02,0.0350684
-8.608e-02,0.058584
-8.592e-02,0.0658105
-8.576e-02,0.0548242
-8.560e-02,0.0548535
-8.544e-02,0.0489063
-8.528e-02,0.0521777
-8.512e-02,0.0647949
-8.496e-02,0.0515234
-8.480e-02,0.0613281
-8.464e-02,0.0562402
-8.448e-02,0.0495801
-8.432e-02,0.0651367
-8.416e-02,0.0416406
-8.400e-02,0.0518848
-8.384e-02,0.052793
-8.368e-02,0.0663867
-8.352e-02,0.0666797
-8.336e-02,0.0581543
-8.320e-02,0.0652637
-8.304e-02,0.058125
-8.288e-02,0.0546777
-8.272e-02,0.0517676
-8.256e-02,0.0452637
-8.240e-02,0.0595313
-8.224e-02,0.0635156
-8.208e-02,0.0785449
-8.192e-02,0.0614453
-8.176e-02,0.0441113
-8.160e-02,0.0559277
-8.144e-02,0.0599805
-8.128e-02,0.0481055
-8.112e-02,0.0550391
-8.096e-02,0.0602637
-8.080e-02,0.0466211
-8.064e-02,-0.0189746
-8.048e-02,-0.00966797
-8.032e-02,-0.037168
-8.016e-02,-0.0517383
-8.000e-02,-0.0625977
-7.984e-02,-0.123066
-7.968e-02,-0.161377
-7.952e-02,-0.165068
-7.936e-02,-0.149141
-7.920e-02,-0.133896
-7.904e-02,-0.156201
-7.888e-02,-0.143174
-7.872e-02,-0.14415
-7.856e-02,-0.137197
-7.840e-02,-0.161045
-7.824e-02,-0.113115
-7.808e-02,-0.131338
-7.792e-02,-0.131729
-7.776e-02,-0.119277
-7.760e-02,-0.111201
-7.744e-02,-0.114512
-7.728e-02,-0.106973
-7.712e-02,-0.121279
-7.696e-02,-0.123135
-7.680e-02,-0.0976367
-7.664e-02,-0.110625
-7.648e-02,-0.0908984
-7.632e-02,-0.104355
-7.616e-02,-0.104873
-7.600e-02,-0.10667
-7.584e-02,-0.090957
-7.568e-02,-0.0740137
-7.552e-02,-0.113096
-7.536e-02,-0.104258
-7.520e-02,-0.0895117
-7.504e-02,-0.0908398
-7.488e-02,-0.0919531
-7.472e-02,-0.0998633
-7.456e-02,-0.0879102
-7.440e-02,-0.0825
-7.424e-02,-0.082373
-7.408e-02,-0.0763867
-7.392e-02,-0.0880078
-7.376e-02,-0.0769629
-7.360e-02,-0.0967188
-7.344e-02,-0.0832324
-7.328e-02,-0.0732324
-7.312e-02,-0.0630664
-7.296e-02,-0.0743066
-7.280e-02,-0.0625977
-7.264e-02,-0.061084
-7.248e-02,-0.0687109
-7.232e-02,-0.0636035
-7.216e-02,-0.0728027
-7.200e-02,-0.0620898
-7.184e-02,-0.0511914
-7.168e-02,-0.0564648
-7.152e-02,-0.0589063
-7.136e-02,-0.0576074
-7.120e-02,-0.0476855
-7.104e-02,-0.0543652
-7.088e-02,-0.0549316
-7.072e-02,-0.0719238
-7.056e-02,-0.0756348
-7.040e-02,-0.0668359
-7.024e-02,-0.0527539
-7.008e-02,-0.042041
-6.992e-02,-0.0354004
-6.976e-02,-0.0497266
-6.960e-02,-0.0396582
-6.944e-02,-0.0398926
-6.928e-02,-0.0358887
-6.912e-02,-0.0405371
-6.896e-02,-0.0406836
-6.880e-02,-0.0346289
-6.864e-02,-0.0382129
-6.848e-02,-0.0287207
-6.832e-02,-0.0325684
-6.816e-02,-0.0308496
-6.800e-02,-0.0522559
-6.784e-02,-0.0413574
-6.768e-02,-0.0417676
-6.752e-02,-0.0314258
-6.736e-02,-0.0527051
-6.720e-02,-0.0714648
-6.704e-02,-0.057998
-6.688e-02,-0.0544922
-6.672e-02,-0.0584766
-6.656e-02,-0.0371875
-6.640e-02,-0.049502
-6.624e-02,-0.0675098
-6.608e-02,-0.0443359
-6.592e-02,-0.0423047
-6.576e-02,-0.0471094
-6.560e-02,-0.0460547
-6.544e-02,-0.0430469
-6.528e-02,-0.0400391
-6.512e-02,-0.0224707
-6.496e-02,-0.0280957
-6.480e-02,-0.0199512
-6.464e-02,-0.0353809
-6.448e-02,-0.0322559
-6.432e-02,-0.0184766
-6.416e-02,-0.0430176
-6.400e-02,-0.0274609
-6.384e-02,-0.0397754
-6.368e-02,-0.0197754
-6.352e-02,-0.0443848
-6.336e-02,-0.0269629
-6.320e-02,-0.00936523
-6.304e-02,-0.00981445
-6.288e-02,-0.00421875
-6.272e-02,-0.0144043
-6.256e-02,-0.0198438
-6.240e-02,-0.0229199
-6.224e-02,-0.00852539
-6.208e-02,-0.00123047
-6.192e-02,-0.00158203
-6.176e-02,0.00518555
-6.160e-02,0.0027832
-6.144e-02,-0.00797852
-6.128e-02,-0.00398438
-6.112e-02,-0.0219727
-6.096e-02,-0.0212891
-6.080e-02,-0.0148828
-6.064e-02,-0.0142773
-6.048e-02,-0.0378906
-6.032e-02,-0.030957
-6.016e-02,-0.0353613
-6.000e-02,-0.0202344
-5.984e-02,-0.0263672
-5.968e-02,-0.0481738
-5.952e-02,-0.0257422
-5.936e-02,-0.0778027
-5.920e-02,-0.0439941
-5.904e-02,-0.0536621
-5.888e-02,-0.06375
-5.872e-02,-0.0784082
-5.856e-02,-0.0779492
-5.840e-02,-0.0672168
-5.824e-02,-0.0469043
-5.808e-02,-0.0652734
-5.792e-02,-0.0720313
-5.776e-02,-0.0659961
-5.760e-02,-0.0567969
-5.744e-02,-0.0535254
-5.728e-02,-0.076123
-5.712e-02,-0.0545703
-5.696e-02,-0.0403516
-5.680e-02,-0.045127
-5.664e-02,-0.0514648
-5.648e-02,-0.0498633
-5.632e-02,-0.0263281
-5.616e-02,-0.0317285
-5.600e-02,-0.0291504
-5.584e-02,-0.0192773
-5.568e-02,-0.0150195
-5.552e-02,-0.0273242
-5.536e-02,-0.0189746
-5.520e-02,-0.017002
-5.504e-02,0.00582031
-5.488e-02,-0.0174805
-5.472e-02,-0.018457
-5.456e-02,-0.0217383
-5.440e-02,-0.0167578
-5.424e-02,-0.00751953
-5.408e-02,0.00604492
-5.392e-02,-0.00136719
-5.376e-02,0.00876953
-5.360e-02,0.00737305
-5.344e-02,0.0191016
-5.328e-02,0.0124902
-5.312e-02,0.017832
-5.296e-02,0.017373
-5.280e-02,0.0198828
-5.264e-02,0.0223438
-5.248e-02,0.00638672
-5.232e-02,0.0077832
-5.216e-02,0.0191211
-5.200e-02,0.0154102
-5.184e-02,0.0195996
-5.168e-02,0.0210645
-5.152e-02,0.0199512
-5.136e-02,0.0167969
-5.120e-02,0.0268945
-5.104e-02,0.0199121
-5.088e-02,0.0474121
-5.072e-02,0.0326172
-5.056e-02,0.0443066
-5.040e-02,0.0204395
-5.024e-02,0.0279004
-5.008e-02,0.0375879
-4.992e-02,0.0327246
-4.976e-02,0.0548633
-4.960e-02,0.037002
-4.944e-02,0.0269531
-4.928e-02,0.0313184
-4.912e-02,0.02375
-4.896e-02,0.0275
-4.880e-02,0.0188672
-4.864e-02,0.00399414
-4.848e-02,0.00662109
-4.832e-02,-0.021377
-4.816e-02,-0.00431641
-4.800e-02,-0.0087207
-4.784e-02,-0.0529102
-4.768e-02,-0.0380664
-4.752e-02,-0.0360156
-4.736e-02,-0.030791
-4.720e-02,-0.0245703
-4.704e-02,-0.0398047
-4.688e-02,-0.0349316
-4.672e-02,-0.0625391
-4.656e-02,-0.0369922
-4.640e-02,-0.0384766
-4.624e-02,-0.0361328
-4.608e-02,-0.0312305
-4.592e-02,-0.0179004
-4.576e-02,-0.0329395
-4.560e-02,-0.0244629
-4.544e-02,-0.0422168
-4.528e-02,-0.0627148
-4.512e-02,-0.0339453
-4.496e-02,-0.0405371
-4.480e-02,-0.0349805
-4.464e-02,-0.0244727
-4.448e-02,-0.0769922
-4.432e-02,-0.0635254
-4.416e-02,-0.0862891
-4.400e-02,-0.0760742
-4.384e-02,-0.0546777
-4.368e-02,-0.0766992
-4.352e-02,-0.07375
-4.336e-02,-0.0751855
-4.320e-02,-0.0810059
-4.304e-02,-0.084668
-4.288e-02,-0.0680762
-4.272e-02,-0.0641895
-4.256e-02,-0.0655371
-4.240e-02,-0.0526172
-4.224e-02,-0.0682227
-4.208e-02,-0.0441992
-4.192e-02,-0.0701953
-4.176e-02,-0.0438672
-4.160e-02,-0.0440137
-4.144e-02,-0.0544531
-4.128e-02,-0.0306738
-4.112e-02,-0.0451855
-4.096e-02,-0.0401367
-4.080e-02,-0.0366113
-4.064e-02,-0.034502
-4.048e-02,-0.00535156
-4.032e-02,-0.0138867
-4.016e-02,-0.0110547
-4.000e-02,-0.001875
-3.984e-02,-0.00760742
-3.968e-02,-0.0104102
-3.952e-02,-0.014707
-3.936e-02,0.0102832
-3.920e-02,0.00556641
-3.904e-02,-0.00688477
-3.888e-02,0.0075293
-3.872e-02,0.0118555
-3.856e-02,-0.00259766
-3.840e-02,0.0223926
-3.824e-02,0.00856445
-3.808e-02,0.0120117
-3.792e-02,0.00820313
-3.776e-02,0.0277637
-3.760e-02,0.0350977
-3.744e-02,0.0163965
-3.728e-02,0.029541
-3.712e-02,0.0168555
-3.696e-02,0.0230957
-3.680e-02,0.015
-3.664e-02,0.0324609
-3.648e-02,0.0426563
-3.632e-02,0.0337598
-3.616e-02,0.0160938
-3.600e-02,0.0348535
-3.584e-02,0.0295703
-3.568e-02,0.056543
-3.552e-02,0.026582
-3.536e-02,0.039043
-3.520e-02,0.0136719
-3.504e-02,0.0200195
-3.488e-02,0.0470801
-3.472e-02,0.0346973
-3.456e-02,0.0512109
-3.440e-02,0.0421387
-3.424e-02,0.0264941
-3.408e-02,0.047373
-3.392e-02,0.040625
-3.376e-02,0.0508496
-3.360e-02,0.0473047
-3.344e-02,0.0386426
-3.328e-02,0.0435449
-3.312e-02,0.0526465
-3.296e-02,0.0432324
-3.280e-02,0.0688477
-3.264e-02,0.0437012
-3.248e-02,0.059248
-3.232e-02,0.0344922
-3.216e-02,0.0651465
-3.200e-02,0.0597852
-3.184e-02,0.0457422
-3.168e-02,0.0464551
-3.152e-02,0.0641992
-3.136e-02,0.0572949
-3.120e-02,0.0614453
-3.104e-02,0.0568359
-3.088e-02,0.0506836
-3.072e-02,0.0768848
-3.056e-02,0.0539844
-3.040e-02,0.0624512
-3.024e-02,0.0616309
-3.008e-02,0.0599609
-2.992e-02,0.0650684
-2.976e-02,0.0485938
-2.960e-02,0.0591797
-2.944e-02,0.0652051
-2.928e-02,0.0575391
-2.912e-02,0.0659277
-2.896e-02,0.0811621
-2.880e-02,0.0498633
-2.864e-02,0.065332
-2.848e-02,0.0325391
-2.832e-02,0.0780859
-2.816e-02,0.0595313
-2.800e-02,0.0586035
-2.784e-02,0.079541
-2.768e-02,0.0685352
-2.752e-02,0.0770605
-2.736e-02,0.065459
-2.720e-02,0.0650098
-2.704e-02,0.0628223
-2.688e-02,0.0411816
-2.672e-02,0.0514258
-2.656e-02,0.0596777
-2.640e-02,0.0481152
-2.624e-02,0.0450098
-2.608e-02,0.0599023
-2.592e-02,0.0419238
-2.576e-02,0.0516113
-2.560e-02,0.0314941
-2.544e-02,0.0344824
-2.528e-02,0.041377
-2.512e-02,-0.00973633
-2.496e-02,-0.00583008
-2.480e-02,-0.00144531
-2.464e-02,-0.00563477
-2.448e-02,-0.00953125
-2.432e-02,-0.0539648
-2.416e-02,-0.0874707
-2.400e-02,-0.06875
-2.384e-02,-0.0745703
-2.368e-02,-0.0755078
-2.352e-02,-0.0902246
-2.336e-02,-0.0839258
-2.320e-02,-0.0803711
-2.304e-02,-0.0819824
-2.288e-02,-0.0851465
-2.272e-02,-0.0788379
-2.256e-02,-0.0812793
-2.240e-02,-0.077998
-2.224e-02,-0.0719629
-2.208e-02,-0.0779004
-2.192e-02,-0.065791
-2.176e-02,-0.0779199
-2.160e-02,-0.0496777
-2.144e-02,-0.0653711
-2.128e-02,-0.0618066
-2.112e-02,-0.0591406
-2.096e-02,-0.0413477
-2.080e-02,-0.0444727
-2.064e-02,-0.0128125
-2.048e-02,-0.033584
-2.032e-02,-0.035918
-2.016e-02,-0.0500195
-2.000e-02,-0.0313379
-1.984e-02,-0.0291504
-1.968e-02,-0.0282813
-1.952e-02,-0.0257129
-1.936e-02,-0.0121484
-1.920e-02,-0.0239648
-1.904e-02,-0.0103613
-1.888e-02,-0.00608398
-1.872e-02,-0.0194727
-1.856e-02,-0.00199219
-1.840e-02,-0.00807617
-1.824e-02,0.0122559
-1.808e-02,-0.00132813
-1.792e-02,0.00666992
-1.776e-02,0.0229199
-1.760e-02,0.00852539
-1.744e-02,0.0135156
-1.728e-02,0.0153711
-1.712e-02,0.0146387
-1.696e-02,0.0329883
-1.680e-02,0.0185547
-1.664e-02,0.0142969
-1.648e-02,0.0151074
-1.632e-02,0.0238184
-1.616e-02,0.0306836
-1.600e-02,0.0155371
-1.584e-02,0.0340918
-1.568e-02,0.0299316
-1.552e-02,0.0266699
-1.536e-02,0.0346777
-1.520e-02,0.029541
-1.504e-02,0.032041
-1.488e-02,0.0360156
-1.472e-02,0.0466211
-1.456e-02,0.0557031
-1.440e-02,0.0281445
-1.424e-02,0.0516895
-1.408e-02,0.0402441
-1.392e-02,0.0353418
-1.376e-02,0.0431445
-1.360e-02,0.0497461
-1.344e-02,0.0506836
-1.328e-02,0.0370996
-1.312e-02,0.0467188
-1.296e-02,0.0307813
-1.280e-02,0.0395313
-1.264e-02,0.0480176
-1.248e-02,0.0480469
-1.232e-02,0.0465723
-1.216e-02,0.0751074
-1.200e-02,0.0443555
-1.184e-02,0.0595508
-1.168e-02,0.06
-1.152e-02,0.0545605
-1.136e-02,0.0649121
-1.120e-02,0.0653711
-1.104e-02,0.0360742
-1.088e-02,0.0588867
-1.072e-02,0.0602734
-1.056e-02,0.0539746
-1.040e-02,0.0544238
-1.024e-02,0.0611816
-1.008e-02,0.0613672
-9.920e-03,0.0677637
-9.760e-03,0.0663281
-9.600e-03,0.0611328
-9.440e-03,0.0671973
-9.280e-03,0.0752637
-9.120e-03,0.0598145
-8.960e-03,0.0750293
-8.800e-03,0.0796191
-8.640e-03,0.0600781
-8.480e-03,0.074082
-8.320e-03,0.07625
-8.160e-03,0.0770898
-8.000e-03,0.0831152
-7.840e-03,0.0654102
-7.680e-03,0.0660254
-7.520e-03,0.0509277
-7.360e-03,0.0737988
-7.200e-03,0.055918
-7.040e-03,0.0552637
-6.880e-03,0.0869043
-6.720e-03,0.0845605
-6.560e-03,0.0633301
-6.400e-03,0.0800781
-6.240e-03,0.0738281
-6.080e-03,0.0527344
-5.920e-03,0.077793
-5.760e-03,0.076543
-5.600e-03,0.0691309
-5.440e-03,0.0782129
-5.280e-03,0.063291
-5.120e-03,0.0687109
-4.960e-03,0.0849512
-4.800e-03,0.0735254
-4.640e-03,0.0683691
-4.480e-03,0.0754688
-4.320e-03,0.073125
-4.160e-03,0.0742773
-4.000e-03,0.0693066
-3.840e-03,0.0882422
-3.680e-03,0.0828418
-3.520e-03,0.0810938
-3.360e-03,0.0644824
-3.200e-03,0.0682227
-3.040e-03,0.0619531
-2.880e-03,0.0781641
-2.720e-03,0.0789453
-2.560e-03,0.0683887
-2.400e-03,0.0549316
-2.240e-03,0.0717773
-2.080e-03,0.0759277
-1.920e-03,0.0538086
-1.760e-03,0.0733887
-1.600e-03,0.077998
-1.440e-03,0.0619238
-1.280e-03,0.071875
-1.120e-03,0.0676465
-9.600e-04,0.0796484
-8.000e-04,0.0752148
-6.400e-04,0.0582813
-4.800e-04,0.0783008
-3.200e-04,0.0693555
-1.600e-04,0.076377
-2.710e-15,0.0747168
1.600e-04,0.0732813
3.200e-04,0.0714258
4.800e-04,0.0728613
6.400e-04,0.0716309
8.000e-04,0.0698926
9.600e-04,0.0633203
1.120e-03,0.0678125
1.280e-03,0.0822656
1.440e-03,0.065625
1.600e-03,0.072793
1.760e-03,0.0775879
1.920e-03,0.0752051
2.080e-03,0.0819922
2.240e-03,0.079043
2.400e-03,0.0669824
2.560e-03,0.0621191
2.720e-03,0.0684961
2.880e-03,0.0678711
3.040e-03,0.0658984
3.200e-03,0.0578906
3.360e-03,0.0531836
3.520e-03,0.0597656
3.680e-03,0.0781055
3.840e-03,0.0577539
4.000e-03,0.076543
4.160e-03,0.0567969
4.320e-03,0.0704102
4.480e-03,0.0656543
4.640e-03,0.0540625
4.800e-03,0.0615332
4.960e-03,0.0621582
5.120e-03,0.0655371
5.280e-03,0.0539844
5.440e-03,0.0456055
5.600e-03,0.0360254
5.760e-03,0.0728711
5.920e-03,0.0565625
6.080e-03,0.0516602
6.240e-03,0.0629688
6.400e-03,0.0517676
6.560e-03,0.0585254
6.720e-03,0.0553711
6.880e-03,0.0414648
7.040e-03,0.0512988
7.200e-03,0.0510254
7.360e-03,0.0630859
7.520e-03,0.0405176
7.680e-03,0.0766016
7.840e-03,0.047207
8.000e-03,0.0663574
8.160e-03,0.0658008
8.320e-03,0.0541992
8.480e-03,0.0535059
8.640e-03,0.0417676
8.800e-03,0.0684668
8.960e-03,0.0558008
9.120e-03,0.0569434
9.280e-03,0.0437207
9.440e-03,0.0573047
9.600e-03,0.0535742
9.760e-03,0.0537109
9.920e-03,0.0771875
1.008e-02,0.0614844
1.024e-02,0.0499414
1.040e-02,0.0605273
1.056e-02,0.0491992
1.072e-02,0.0583691
1.088e-02,0.0587598
1.104e-02,0.0483008
1.120e-02,0.0562793
1.136e-02,0.0460254
1.152e-02,0.0538965
1.168e-02,0.0616309
1.184e-02,0.0498145
1.200e-02,0.0487891
1.216e-02,0.0650293
1.232e-02,0.0434766
1.248e-02,0.0486328
1.264e-02,0.059707
1.280e-02,0.0540332
1.296e-02,0.055332
1.312e-02,0.0486914
1.328e-02,0.0525
1.344e-02,0.0571191
1.360e-02,0.0422266
1.376e-02,0.0520898
1.392e-02,0.0482617
1.408e-02,0.0507129
1.424e-02,0.048916
1.440e-02,0.0480371
1.456e-02,0.045791
1.472e-02,0.046123
1.488e-02,0.0657715
1.504e-02,0.0643555
1.520e-02,0.0319531
1.536e-02,0.0378711
1.552e-02,0.037627
1.568e-02,0.0414258
1.584e-02,0.0262793
1.600e-02,0.0357031
1.616e-02,0.0421973
1.632e-02,0.0617578
1.648e-02,0.0387598
1.664e-02,0.0298438
1.680e-02,0.0562598
1.696e-02,0.0312891
1.712e-02,0.0505078
1.728e-02,0.0445313
1.744e-02,0.0422559
1.760e-02,0.0460352
1.776e-02,0.0457227
1.792e-02,0.0462402
1.808e-02,0.0694922
1.824e-02,0.0524902
1.840e-02,0.0412891
1.856e-02,0.0422266
1.872e-02,0.0289063
1.888e-02,0.0551855
1.904e-02,0.0554395
1.920e-02,0.057666
1.936e-02,0.0448828
1.952e-02,0.0443262
1.968e-02,0.0386035
1.984e-02,0.0520313
2.000e-02,0.0434277
2.016e-02,0.0501855
2.032e-02,0.0380371
2.048e-02,0.0296582
2.064e-02,0.0415723
2.080e-02,0.0271484
2.096e-02,0.0381348
2.112e-02,0.0379688
2.128e-02,0.0388184
2.144e-02,0.0355957
2.160e-02,0.0344922
2.176e-02,0.0340918
2.192e-02,0.0248242
2.208e-02,0.0404395
2.224e-02,0.029541
2.240e-02,0.0375
